wsg,species,habitat_type,unit,link_value,bcfishpass_value,diff_pct
GOLD,CO,spawning,km,418.54,416.9,0.39
GOLD,CO,rearing,km,435.89,434.67,0.28
GOLD,CO,lake_rearing,ha,0,0,NA
GOLD,CO,wetland_rearing,ha,0,265.95,-100
GOLD,CO,rearing_stream,km,269.22,268.08,0.43
GOLD,CO,rearing_lake_centerline,km,0,0,NA
GOLD,CO,rearing_wetland_centerline,km,0,0,NA
GOLD,SK,spawning,km,19.64,19.62,0.1
GOLD,SK,rearing,km,25.53,25.53,0
GOLD,SK,lake_rearing,ha,964.45,964.45,0
GOLD,SK,wetland_rearing,ha,0,0,NA
GOLD,SK,rearing_stream,km,0,0,NA
GOLD,SK,rearing_lake_centerline,km,0,0,NA
GOLD,SK,rearing_wetland_centerline,km,0,0,NA
GOLD,ST,spawning,km,384.24,384.5,-0.07
GOLD,ST,rearing,km,544.99,547.63,-0.48
GOLD,ST,lake_rearing,ha,0,0,NA
GOLD,ST,wetland_rearing,ha,0,74.69,-100
GOLD,ST,rearing_stream,km,356.71,359.45,-0.76
GOLD,ST,rearing_lake_centerline,km,0,0,NA
GOLD,ST,rearing_wetland_centerline,km,0,0,NA
GRAI,CH,spawning,km,1541.64,1527.91,0.9
GRAI,CH,rearing,km,2670.18,2672.57,-0.09
GRAI,CH,lake_rearing,ha,0,0,NA
GRAI,CH,wetland_rearing,ha,0,0,NA
GRAI,CH,rearing_stream,km,2493.84,2496.66,-0.11
GRAI,CH,rearing_lake_centerline,km,0,0,NA
GRAI,CH,rearing_wetland_centerline,km,0,0,NA
GRAI,CM,spawning,km,2634.46,2626.17,0.32
GRAI,CM,rearing,km,0,0,NA
GRAI,CM,lake_rearing,ha,0,0,NA
GRAI,CM,wetland_rearing,ha,0,0,NA
GRAI,CM,rearing_stream,km,0,0,NA
GRAI,CM,rearing_lake_centerline,km,0,0,NA
GRAI,CM,rearing_wetland_centerline,km,0,0,NA
GRAI,CO,spawning,km,2610.99,2600.47,0.4
GRAI,CO,rearing,km,3007.84,3005.43,0.08
GRAI,CO,lake_rearing,ha,0,0,NA
GRAI,CO,wetland_rearing,ha,0,19912.18,-100
GRAI,CO,rearing_stream,km,2831.5,2829.52,0.07
GRAI,CO,rearing_lake_centerline,km,0,0,NA
GRAI,CO,rearing_wetland_centerline,km,0,0,NA
GRAI,PK,spawning,km,2634.46,2626.17,0.32
GRAI,PK,rearing,km,0,0,NA
GRAI,PK,lake_rearing,ha,0,0,NA
GRAI,PK,wetland_rearing,ha,0,0,NA
GRAI,PK,rearing_stream,km,0,0,NA
GRAI,PK,rearing_lake_centerline,km,0,0,NA
GRAI,PK,rearing_wetland_centerline,km,0,0,NA
GRAI,SK,spawning,km,67.9,67.88,0.03
GRAI,SK,rearing,km,123.14,123.14,0
GRAI,SK,lake_rearing,ha,4342.21,4342.21,0
GRAI,SK,wetland_rearing,ha,0,0,NA
GRAI,SK,rearing_stream,km,0,0,NA
GRAI,SK,rearing_lake_centerline,km,0,0,NA
GRAI,SK,rearing_wetland_centerline,km,0,0,NA
GRAI,ST,spawning,km,1557.84,1543.99,0.9
GRAI,ST,rearing,km,3063.06,3064.97,-0.06
GRAI,ST,lake_rearing,ha,0,0,NA
GRAI,ST,wetland_rearing,ha,0,5718.94,-100
GRAI,ST,rearing_stream,km,2886.21,2888.54,-0.08
GRAI,ST,rearing_lake_centerline,km,0,0,NA
GRAI,ST,rearing_wetland_centerline,km,0,0,NA
GUIC,BT,spawning,km,216.5,216.07,0.2
GUIC,BT,rearing,km,510.31,510.31,0
GUIC,BT,lake_rearing,ha,0,882.36,-100
GUIC,BT,wetland_rearing,ha,0,1225.15,-100
GUIC,BT,rearing_stream,km,474.71,474.71,0
GUIC,BT,rearing_lake_centerline,km,0,0,NA
GUIC,BT,rearing_wetland_centerline,km,0,0,NA
GUIC,CH,spawning,km,103.77,103.77,0
GUIC,CH,rearing,km,158.9,158.9,0
GUIC,CH,lake_rearing,ha,0,0,NA
GUIC,CH,wetland_rearing,ha,0,0,NA
GUIC,CH,rearing_stream,km,158.9,158.9,0
GUIC,CH,rearing_lake_centerline,km,0,0,NA
GUIC,CH,rearing_wetland_centerline,km,0,0,NA
GUIC,CO,spawning,km,182.37,181.93,0.24
GUIC,CO,rearing,km,307.84,307.29,0.18
GUIC,CO,lake_rearing,ha,0,0,NA
GUIC,CO,wetland_rearing,ha,0,1132.48,-100
GUIC,CO,rearing_stream,km,307.84,307.29,0.18
GUIC,CO,rearing_lake_centerline,km,0,0,NA
GUIC,CO,rearing_wetland_centerline,km,0,0,NA
GUIC,ST,spawning,km,105.79,105.79,0
GUIC,ST,rearing,km,240.09,240.09,0
GUIC,ST,lake_rearing,ha,0,0,NA
GUIC,ST,wetland_rearing,ha,0,579.11,-100
GUIC,ST,rearing_stream,km,240.09,240.09,0
GUIC,ST,rearing_lake_centerline,km,0,0,NA
GUIC,ST,rearing_wetland_centerline,km,0,0,NA
HARR,BT,spawning,km,465.4,466.1,-0.15
HARR,BT,rearing,km,814.71,820.33,-0.69
HARR,BT,lake_rearing,ha,0,23680.98,-100
HARR,BT,wetland_rearing,ha,0,150.96,-100
HARR,BT,rearing_stream,km,321.7,325.89,-1.29
HARR,BT,rearing_lake_centerline,km,0,0,NA
HARR,BT,rearing_wetland_centerline,km,0,0,NA
HARR,CH,spawning,km,327.72,327.7,0.01
HARR,CH,rearing,km,377.22,377.33,-0.03
HARR,CH,lake_rearing,ha,0,0,NA
HARR,CH,wetland_rearing,ha,0,0,NA
HARR,CH,rearing_stream,km,138.11,138.55,-0.32
HARR,CH,rearing_lake_centerline,km,0,0,NA
HARR,CH,rearing_wetland_centerline,km,0,0,NA
HARR,CM,spawning,km,389.95,389.89,0.02
HARR,CM,rearing,km,0,0,NA
HARR,CM,lake_rearing,ha,0,0,NA
HARR,CM,wetland_rearing,ha,0,0,NA
HARR,CM,rearing_stream,km,0,0,NA
HARR,CM,rearing_lake_centerline,km,0,0,NA
HARR,CM,rearing_wetland_centerline,km,0,0,NA
HARR,CO,spawning,km,380.02,379.9,0.03
HARR,CO,rearing,km,393.29,393.5,-0.05
HARR,CO,lake_rearing,ha,0,0,NA
HARR,CO,wetland_rearing,ha,0,144.57,-100
HARR,CO,rearing_stream,km,154.19,154.67,-0.31
HARR,CO,rearing_lake_centerline,km,0,0,NA
HARR,CO,rearing_wetland_centerline,km,0,0,NA
HARR,PK,spawning,km,389.95,389.89,0.02
HARR,PK,rearing,km,0,0,NA
HARR,PK,lake_rearing,ha,0,0,NA
HARR,PK,wetland_rearing,ha,0,0,NA
HARR,PK,rearing_stream,km,0,0,NA
HARR,PK,rearing_lake_centerline,km,0,0,NA
HARR,PK,rearing_wetland_centerline,km,0,0,NA
HARR,SK,spawning,km,23.45,23.43,0.09
HARR,SK,rearing,km,546.1,546.1,0
HARR,SK,lake_rearing,ha,22893.01,22893.01,0
HARR,SK,wetland_rearing,ha,0,0,NA
HARR,SK,rearing_stream,km,0,0,NA
HARR,SK,rearing_lake_centerline,km,0,0,NA
HARR,SK,rearing_wetland_centerline,km,0,0,NA
HARR,ST,spawning,km,335.66,335.64,0.01
HARR,ST,rearing,km,421.33,421.5,-0.04
HARR,ST,lake_rearing,ha,0,0,NA
HARR,ST,wetland_rearing,ha,0,42.1,-100
HARR,ST,rearing_stream,km,176.85,177.28,-0.24
HARR,ST,rearing_lake_centerline,km,0,0,NA
HARR,ST,rearing_wetland_centerline,km,0,0,NA
HERR,BT,spawning,km,543.3,544.48,-0.22
HERR,BT,rearing,km,751.79,756.71,-0.65
HERR,BT,lake_rearing,ha,0,225.78,-100
HERR,BT,wetland_rearing,ha,0,389.88,-100
HERR,BT,rearing_stream,km,456.73,462,-1.14
HERR,BT,rearing_lake_centerline,km,0,0,NA
HERR,BT,rearing_wetland_centerline,km,0,0,NA
HERR,CH,spawning,km,176.66,175.35,0.75
HERR,CH,rearing,km,214.16,211.93,1.05
HERR,CH,lake_rearing,ha,0,0,NA
HERR,CH,wetland_rearing,ha,0,0,NA
HERR,CH,rearing_stream,km,84.69,85.09,-0.47
HERR,CH,rearing_lake_centerline,km,0,0,NA
HERR,CH,rearing_wetland_centerline,km,0,0,NA
HOLB,CM,spawning,km,531.88,530.59,0.24
HOLB,CM,rearing,km,0,0,NA
HOLB,CM,lake_rearing,ha,0,0,NA
HOLB,CM,wetland_rearing,ha,0,0,NA
HOLB,CM,rearing_stream,km,0,0,NA
HOLB,CM,rearing_lake_centerline,km,0,0,NA
HOLB,CM,rearing_wetland_centerline,km,0,0,NA
HOLB,CO,spawning,km,504.05,502.05,0.4
HOLB,CO,rearing,km,557.7,557.19,0.09
HOLB,CO,lake_rearing,ha,0,0,NA
HOLB,CO,wetland_rearing,ha,0,468.23,-100
HOLB,CO,rearing_stream,km,512.88,512.39,0.1
HOLB,CO,rearing_lake_centerline,km,0,0,NA
HOLB,CO,rearing_wetland_centerline,km,0,0,NA
HOLB,PK,spawning,km,531.88,530.59,0.24
HOLB,PK,rearing,km,0,0,NA
HOLB,PK,lake_rearing,ha,0,0,NA
HOLB,PK,wetland_rearing,ha,0,0,NA
HOLB,PK,rearing_stream,km,0,0,NA
HOLB,PK,rearing_lake_centerline,km,0,0,NA
HOLB,PK,rearing_wetland_centerline,km,0,0,NA
HOLB,ST,spawning,km,304.42,302.08,0.77
HOLB,ST,rearing,km,603.74,602.4,0.22
HOLB,ST,lake_rearing,ha,0,0,NA
HOLB,ST,wetland_rearing,ha,0,81.7,-100
HOLB,ST,rearing_stream,km,558.71,557.41,0.23
HOLB,ST,rearing_lake_centerline,km,0,0,NA
HOLB,ST,rearing_wetland_centerline,km,0,0,NA
HOMA,BT,spawning,km,843.27,848.68,-0.64
HOMA,BT,rearing,km,1206.6,1222.61,-1.31
HOMA,BT,lake_rearing,ha,0,5900.86,-100
HOMA,BT,wetland_rearing,ha,0,1667.94,-100
HOMA,BT,rearing_stream,km,604.97,620.43,-2.49
HOMA,BT,rearing_lake_centerline,km,0,0,NA
HOMA,BT,rearing_wetland_centerline,km,0,0,NA
HOMA,CH,spawning,km,627.54,629.79,-0.36
HOMA,CH,rearing,km,734.45,737.31,-0.39
HOMA,CH,lake_rearing,ha,0,0,NA
HOMA,CH,wetland_rearing,ha,0,0,NA
HOMA,CH,rearing_stream,km,300.88,307.77,-2.24
HOMA,CH,rearing_lake_centerline,km,0,0,NA
HOMA,CH,rearing_wetland_centerline,km,0,0,NA
HOMA,CM,spawning,km,775.1,784.33,-1.18
HOMA,CM,rearing,km,0,0,NA
HOMA,CM,lake_rearing,ha,0,0,NA
HOMA,CM,wetland_rearing,ha,0,0,NA
HOMA,CM,rearing_stream,km,0,0,NA
HOMA,CM,rearing_lake_centerline,km,0,0,NA
HOMA,CM,rearing_wetland_centerline,km,0,0,NA
HOMA,CO,spawning,km,733.4,737.8,-0.6
HOMA,CO,rearing,km,798.57,802.64,-0.51
HOMA,CO,lake_rearing,ha,0,0,NA
HOMA,CO,wetland_rearing,ha,0,1675.25,-100
HOMA,CO,rearing_stream,km,365,373.1,-2.17
HOMA,CO,rearing_lake_centerline,km,0,0,NA
HOMA,CO,rearing_wetland_centerline,km,0,0,NA
HOMA,ST,spawning,km,670.29,672.58,-0.34
HOMA,ST,rearing,km,921.4,936.73,-1.64
HOMA,ST,lake_rearing,ha,0,0,NA
HOMA,ST,wetland_rearing,ha,0,1376.63,-100
HOMA,ST,rearing_stream,km,450.51,471.02,-4.35
HOMA,ST,rearing_lake_centerline,km,0,0,NA
HOMA,ST,rearing_wetland_centerline,km,0,0,NA
HORS,BT,spawning,km,288.32,285.4,1.02
HORS,BT,rearing,km,607.21,646.92,-6.14
HORS,BT,lake_rearing,ha,0,9264.81,-100
HORS,BT,wetland_rearing,ha,0,1280.05,-100
HORS,BT,rearing_stream,km,365.57,396,-7.68
HORS,BT,rearing_lake_centerline,km,0,0,NA
HORS,BT,rearing_wetland_centerline,km,0,0,NA
HORS,CH,spawning,km,170.81,170.81,0
HORS,CH,rearing,km,242.99,254.75,-4.62
HORS,CH,lake_rearing,ha,0,0,NA
HORS,CH,wetland_rearing,ha,0,0,NA
HORS,CH,rearing_stream,km,166.72,178.8,-6.76
HORS,CH,rearing_lake_centerline,km,0,0,NA
HORS,CH,rearing_wetland_centerline,km,0,0,NA
HORS,CO,spawning,km,258.63,257.13,0.58
HORS,CO,rearing,km,356.4,373.82,-4.66
HORS,CO,lake_rearing,ha,0,0.85,-100
HORS,CO,wetland_rearing,ha,0,1473.43,-100
HORS,CO,rearing_stream,km,280.13,297.58,-5.86
HORS,CO,rearing_lake_centerline,km,0,0,NA
HORS,CO,rearing_wetland_centerline,km,0,0,NA
HORS,SK,spawning,km,25.66,NA,NA
HORS,SK,rearing,km,189.46,NA,NA
HORS,SK,lake_rearing,ha,7906.01,0,NA
HORS,SK,wetland_rearing,ha,0,0,NA
HORS,SK,rearing_stream,km,0,NA,NA
HORS,SK,rearing_lake_centerline,km,0,NA,NA
HORS,SK,rearing_wetland_centerline,km,0,NA,NA
INGR,BT,spawning,km,1111.41,1102.67,0.79
INGR,BT,rearing,km,1783.68,1783.28,0.02
INGR,BT,lake_rearing,ha,0,2428.54,-100
INGR,BT,wetland_rearing,ha,0,1484.98,-100
INGR,BT,rearing_stream,km,1331.16,1330.36,0.06
INGR,BT,rearing_lake_centerline,km,0,0,NA
INGR,BT,rearing_wetland_centerline,km,0,0,NA
INKR,BT,spawning,km,798.98,798.92,0.01
INKR,BT,rearing,km,1162.78,1157.54,0.45
INKR,BT,lake_rearing,ha,0,473.24,-100
INKR,BT,wetland_rearing,ha,0,4108.9,-100
INKR,BT,rearing_stream,km,639.28,639.05,0.04
INKR,BT,rearing_lake_centerline,km,0,0,NA
INKR,BT,rearing_wetland_centerline,km,0,0,NA
INKR,CH,spawning,km,657.85,653.32,0.69
INKR,CH,rearing,km,708.93,697.78,1.6
INKR,CH,lake_rearing,ha,0,0,NA
INKR,CH,wetland_rearing,ha,0,0,NA
INKR,CH,rearing_stream,km,250.09,250.3,-0.08
INKR,CH,rearing_lake_centerline,km,0,0,NA
INKR,CH,rearing_wetland_centerline,km,0,0,NA
INKR,CO,spawning,km,709.15,704.6,0.65
INKR,CO,rearing,km,792.98,781.05,1.53
INKR,CO,lake_rearing,ha,0,0,NA
INKR,CO,wetland_rearing,ha,0,3741.28,-100
INKR,CO,rearing_stream,km,334.14,333.56,0.17
INKR,CO,rearing_lake_centerline,km,0,0,NA
INKR,CO,rearing_wetland_centerline,km,0,0,NA
INKR,SK,spawning,km,0.14,0.14,0
INKR,SK,rearing,km,7.43,7.43,0
INKR,SK,lake_rearing,ha,232.3,232.3,0
INKR,SK,wetland_rearing,ha,0,0,NA
INKR,SK,rearing_stream,km,0,0,NA
INKR,SK,rearing_lake_centerline,km,0,0,NA
INKR,SK,rearing_wetland_centerline,km,0,0,NA
INKR,ST,spawning,km,702.2,697.67,0.65
INKR,ST,rearing,km,929.1,915.18,1.52
INKR,ST,lake_rearing,ha,0,0,NA
INKR,ST,wetland_rearing,ha,0,3535.94,-100
INKR,ST,rearing_stream,km,443.6,441.99,0.36
INKR,ST,rearing_lake_centerline,km,0,0,NA
INKR,ST,rearing_wetland_centerline,km,0,0,NA
ISKR,BT,spawning,km,579.31,NA,NA
ISKR,BT,rearing,km,826.95,NA,NA
ISKR,BT,lake_rearing,ha,0,0,NA
ISKR,BT,wetland_rearing,ha,0,0,NA
ISKR,BT,rearing_stream,km,514.03,NA,NA
ISKR,BT,rearing_lake_centerline,km,0,NA,NA
ISKR,BT,rearing_wetland_centerline,km,0,NA,NA
JENR,CH,spawning,km,330.69,330.69,0
JENR,CH,rearing,km,531.91,529.5,0.46
JENR,CH,lake_rearing,ha,0,0,NA
JENR,CH,wetland_rearing,ha,0,0,NA
JENR,CH,rearing_stream,km,412.41,410.94,0.36
JENR,CH,rearing_lake_centerline,km,0,0,NA
JENR,CH,rearing_wetland_centerline,km,0,0,NA
JERV,BT,spawning,km,395.97,397.91,-0.49
JERV,BT,rearing,km,772.73,776.57,-0.49
JERV,BT,lake_rearing,ha,0,8626.94,-100
JERV,BT,wetland_rearing,ha,0,537.96,-100
JERV,BT,rearing_stream,km,547.81,550.88,-0.56
JERV,BT,rearing_lake_centerline,km,0,0,NA
JERV,BT,rearing_wetland_centerline,km,0,0,NA
JERV,CH,spawning,km,170.66,165.73,2.97
JERV,CH,rearing,km,201.96,198.74,1.62
JERV,CH,lake_rearing,ha,0,0,NA
JERV,CH,wetland_rearing,ha,0,0,NA
JERV,CH,rearing_stream,km,157.61,154.43,2.06
JERV,CH,rearing_lake_centerline,km,0,0,NA
JERV,CH,rearing_wetland_centerline,km,0,0,NA
JERV,CM,spawning,km,252.02,252.63,-0.24
JERV,CM,rearing,km,0,0,NA
JERV,CM,lake_rearing,ha,0,0,NA
JERV,CM,wetland_rearing,ha,0,0,NA
JERV,CM,rearing_stream,km,0,0,NA
JERV,CM,rearing_lake_centerline,km,0,0,NA
JERV,CM,rearing_wetland_centerline,km,0,0,NA
JERV,CO,spawning,km,222.86,223.51,-0.29
JERV,CO,rearing,km,246.63,247.29,-0.27
JERV,CO,lake_rearing,ha,0,0,NA
JERV,CO,wetland_rearing,ha,0,406.32,-100
JERV,CO,rearing_stream,km,202.28,202.98,-0.34
JERV,CO,rearing_lake_centerline,km,0,0,NA
JERV,CO,rearing_wetland_centerline,km,0,0,NA
JERV,PK,spawning,km,252.02,252.63,-0.24
JERV,PK,rearing,km,0,0,NA
JERV,PK,lake_rearing,ha,0,0,NA
JERV,PK,wetland_rearing,ha,0,0,NA
JERV,PK,rearing_stream,km,0,0,NA
JERV,PK,rearing_lake_centerline,km,0,0,NA
JERV,PK,rearing_wetland_centerline,km,0,0,NA
JERV,ST,spawning,km,191.52,186.59,2.64
JERV,ST,rearing,km,293.98,291.15,0.97
JERV,ST,lake_rearing,ha,0,0,NA
JERV,ST,wetland_rearing,ha,0,210.64,-100
JERV,ST,rearing_stream,km,240.66,237.89,1.16
JERV,ST,rearing_lake_centerline,km,0,0,NA
JERV,ST,rearing_wetland_centerline,km,0,0,NA
KEEC,CO,spawning,km,214.01,213.68,0.15
KEEC,CO,rearing,km,250.14,250.3,-0.06
KEEC,CO,lake_rearing,ha,0,0,NA
KEEC,CO,wetland_rearing,ha,0,76.76,-100
KEEC,CO,rearing_stream,km,249.47,249.62,-0.06
KEEC,CO,rearing_lake_centerline,km,0,0,NA
KEEC,CO,rearing_wetland_centerline,km,0,0,NA
KETL,WCT,spawning,km,1317.37,1310.42,0.53
KETL,WCT,rearing,km,1723.81,1723.78,0
KETL,WCT,lake_rearing,ha,0,0,NA
KETL,WCT,wetland_rearing,ha,0,267.41,-100
KETL,WCT,rearing_stream,km,1309.19,1311.9,-0.21
KETL,WCT,rearing_lake_centerline,km,0,0,NA
KETL,WCT,rearing_wetland_centerline,km,0,0,NA
KHOR,BT,spawning,km,1090.37,1098.74,-0.76
KHOR,BT,rearing,km,1513.74,1544.49,-1.99
KHOR,BT,lake_rearing,ha,0,1173.61,-100
KHOR,BT,wetland_rearing,ha,0,2681.26,-100
KHOR,BT,rearing_stream,km,881.23,911.32,-3.3
KHOR,BT,rearing_lake_centerline,km,0,0,NA
KHOR,BT,rearing_wetland_centerline,km,0,0,NA
KHOR,WCT,spawning,km,749.5,751.98,-0.33
KHOR,WCT,rearing,km,862.6,889.28,-3
KHOR,WCT,lake_rearing,ha,0,0,NA
KHOR,WCT,wetland_rearing,ha,0,1680.06,-100
KHOR,WCT,rearing_stream,km,391,419.29,-6.75
KHOR,WCT,rearing_lake_centerline,km,0,0,NA
KHOR,WCT,rearing_wetland_centerline,km,0,0,NA
KHTZ,CH,spawning,km,206.23,206.06,0.08
KHTZ,CH,rearing,km,232.95,234.33,-0.59
KHTZ,CH,lake_rearing,ha,0,0,NA
KHTZ,CH,wetland_rearing,ha,0,0,NA
KHTZ,CH,rearing_stream,km,132.22,133.77,-1.16
KHTZ,CH,rearing_lake_centerline,km,0,0,NA
KHTZ,CH,rearing_wetland_centerline,km,0,0,NA
KHTZ,CM,spawning,km,246.05,247.34,-0.52
KHTZ,CM,rearing,km,0,0,NA
KHTZ,CM,lake_rearing,ha,0,0,NA
KHTZ,CM,wetland_rearing,ha,0,0,NA
KHTZ,CM,rearing_stream,km,0,0,NA
KHTZ,CM,rearing_lake_centerline,km,0,0,NA
KHTZ,CM,rearing_wetland_centerline,km,0,0,NA
KHTZ,CO,spawning,km,235.16,236.74,-0.67
KHTZ,CO,rearing,km,252.54,253.32,-0.31
KHTZ,CO,lake_rearing,ha,0,0,NA
KHTZ,CO,wetland_rearing,ha,0,290.61,-100
KHTZ,CO,rearing_stream,km,151.79,152.66,-0.57
KHTZ,CO,rearing_lake_centerline,km,0,0,NA
KHTZ,CO,rearing_wetland_centerline,km,0,0,NA
KHTZ,PK,spawning,km,246.05,247.34,-0.52
KHTZ,PK,rearing,km,0,0,NA
KHTZ,PK,lake_rearing,ha,0,0,NA
KHTZ,PK,wetland_rearing,ha,0,0,NA
KHTZ,PK,rearing_stream,km,0,0,NA
KHTZ,PK,rearing_lake_centerline,km,0,0,NA
KHTZ,PK,rearing_wetland_centerline,km,0,0,NA
KHTZ,SK,spawning,km,0,0,NA
KHTZ,SK,rearing,km,0,15.78,-100
KHTZ,SK,lake_rearing,ha,278.78,278.78,0
KHTZ,SK,wetland_rearing,ha,0,0,NA
KHTZ,SK,rearing_stream,km,0,0,NA
KHTZ,SK,rearing_lake_centerline,km,0,0,NA
KHTZ,SK,rearing_wetland_centerline,km,0,0,NA
KHTZ,ST,spawning,km,236.22,236.15,0.03
KHTZ,ST,rearing,km,311.5,315.61,-1.3
KHTZ,ST,lake_rearing,ha,0,0,NA
KHTZ,ST,wetland_rearing,ha,0,168.46,-100
KHTZ,ST,rearing_stream,km,197.21,201.52,-2.14
KHTZ,ST,rearing_lake_centerline,km,0,0,NA
KHTZ,ST,rearing_wetland_centerline,km,0,0,NA
KINR,BT,spawning,km,356.32,357.03,-0.2
KINR,BT,rearing,km,610.61,615.75,-0.83
KINR,BT,lake_rearing,ha,0,3978.25,-100
KINR,BT,wetland_rearing,ha,0,1811.54,-100
KINR,BT,rearing_stream,km,411.05,417.06,-1.44
KINR,BT,rearing_lake_centerline,km,0,0,NA
KINR,BT,rearing_wetland_centerline,km,0,0,NA
KINR,CH,spawning,km,116.37,116.37,0
KINR,CH,rearing,km,162.65,161.62,0.64
KINR,CH,lake_rearing,ha,0,0,NA
KINR,CH,wetland_rearing,ha,0,0,NA
KINR,CH,rearing_stream,km,125.75,125.75,0
KINR,CH,rearing_lake_centerline,km,0,0,NA
KINR,CH,rearing_wetland_centerline,km,0,0,NA
KINR,CO,spawning,km,155.71,155.71,0
KINR,CO,rearing,km,212.26,209.9,1.12
KINR,CO,lake_rearing,ha,0,0,NA
KINR,CO,wetland_rearing,ha,0,605.01,-100
KINR,CO,rearing_stream,km,175.36,174.03,0.76
KINR,CO,rearing_lake_centerline,km,0,0,NA
KINR,CO,rearing_wetland_centerline,km,0,0,NA
KINR,SK,spawning,km,34.79,34.77,0.06
KINR,SK,rearing,km,135.45,135.45,0
KINR,SK,lake_rearing,ha,3660.97,3660.97,0
KINR,SK,wetland_rearing,ha,0,0,NA
KINR,SK,rearing_stream,km,0,0,NA
KINR,SK,rearing_lake_centerline,km,0,0,NA
KINR,SK,rearing_wetland_centerline,km,0,0,NA
KISK,BT,spawning,km,1387.03,NA,NA
KISK,BT,rearing,km,1913.27,NA,NA
KISK,BT,lake_rearing,ha,0,0,NA
KISK,BT,wetland_rearing,ha,0,0,NA
KISK,BT,rearing_stream,km,1499.82,NA,NA
KISK,BT,rearing_lake_centerline,km,0,NA,NA
KISK,BT,rearing_wetland_centerline,km,0,NA,NA
KISP,BT,spawning,km,1256.68,1251.79,0.39
KISP,BT,rearing,km,1947.28,1946.71,0.03
KISP,BT,lake_rearing,ha,0,4246.73,-100
KISP,BT,wetland_rearing,ha,0,2455.97,-100
KISP,BT,rearing_stream,km,1391.68,1389.83,0.13
KISP,BT,rearing_lake_centerline,km,0,0,NA
KISP,BT,rearing_wetland_centerline,km,0,0,NA
KISP,CH,spawning,km,860.45,859.81,0.07
KISP,CH,rearing,km,1052.02,1049.67,0.22
KISP,CH,lake_rearing,ha,0,0,NA
KISP,CH,wetland_rearing,ha,0,0,NA
KISP,CH,rearing_stream,km,610.73,610.82,-0.01
KISP,CH,rearing_lake_centerline,km,0,0,NA
KISP,CH,rearing_wetland_centerline,km,0,0,NA
KISP,CM,spawning,km,1164.14,1159.65,0.39
KISP,CM,rearing,km,0,0,NA
KISP,CM,lake_rearing,ha,0,0,NA
KISP,CM,wetland_rearing,ha,0,0,NA
KISP,CM,rearing_stream,km,0,0,NA
KISP,CM,rearing_lake_centerline,km,0,0,NA
KISP,CM,rearing_wetland_centerline,km,0,0,NA
KISP,CO,spawning,km,1112.25,1107.69,0.41
KISP,CO,rearing,km,1273.93,1266.54,0.58
KISP,CO,lake_rearing,ha,0,0,NA
KISP,CO,wetland_rearing,ha,0,2301.27,-100
KISP,CO,rearing_stream,km,832.64,827.7,0.6
KISP,CO,rearing_lake_centerline,km,0,0,NA
KISP,CO,rearing_wetland_centerline,km,0,0,NA
KISP,PK,spawning,km,1164.14,1159.65,0.39
KISP,PK,rearing,km,0,0,NA
KISP,PK,lake_rearing,ha,0,0,NA
KISP,PK,wetland_rearing,ha,0,0,NA
KISP,PK,rearing_stream,km,0,0,NA
KISP,PK,rearing_lake_centerline,km,0,0,NA
KISP,PK,rearing_wetland_centerline,km,0,0,NA
KISP,SK,spawning,km,7.14,7.14,0
KISP,SK,rearing,km,98.35,98.35,0
KISP,SK,lake_rearing,ha,2750.95,2750.95,0
KISP,SK,wetland_rearing,ha,0,0,NA
KISP,SK,rearing_stream,km,0,0,NA
KISP,SK,rearing_lake_centerline,km,0,0,NA
KISP,SK,rearing_wetland_centerline,km,0,0,NA
KISP,ST,spawning,km,903.43,902.58,0.09
KISP,ST,rearing,km,1347.2,1347.39,-0.01
KISP,ST,lake_rearing,ha,0,0,NA
KISP,ST,wetland_rearing,ha,0,1061.19,-100
KISP,ST,rearing_stream,km,902.15,904.84,-0.3
KISP,ST,rearing_lake_centerline,km,0,0,NA
KISP,ST,rearing_wetland_centerline,km,0,0,NA
KITL,CH,spawning,km,533.17,532.72,0.08
KITL,CH,rearing,km,603.57,600.55,0.5
KITL,CH,lake_rearing,ha,0,0,NA
KITL,CH,wetland_rearing,ha,0,0,NA
KITL,CH,rearing_stream,km,212.41,212.27,0.07
KITL,CH,rearing_lake_centerline,km,0,0,NA
KITL,CH,rearing_wetland_centerline,km,0,0,NA
KITL,CM,spawning,km,623.55,623.35,0.03
KITL,CM,rearing,km,0,0,NA
KITL,CM,lake_rearing,ha,0,0,NA
KITL,CM,wetland_rearing,ha,0,0,NA
KITL,CM,rearing_stream,km,0,0,NA
KITL,CM,rearing_lake_centerline,km,0,0,NA
KITL,CM,rearing_wetland_centerline,km,0,0,NA
KITL,CO,spawning,km,599.34,598.84,0.08
KITL,CO,rearing,km,643.64,640.49,0.49
KITL,CO,lake_rearing,ha,0,0,NA
KITL,CO,wetland_rearing,ha,0,953.92,-100
KITL,CO,rearing_stream,km,252.49,252.21,0.11
KITL,CO,rearing_lake_centerline,km,0,0,NA
KITL,CO,rearing_wetland_centerline,km,0,0,NA
KITL,PK,spawning,km,623.55,623.35,0.03
KITL,PK,rearing,km,0,0,NA
KITL,PK,lake_rearing,ha,0,0,NA
KITL,PK,wetland_rearing,ha,0,0,NA
KITL,PK,rearing_stream,km,0,0,NA
KITL,PK,rearing_lake_centerline,km,0,0,NA
KITL,PK,rearing_wetland_centerline,km,0,0,NA
